document_id,hansardDate,year,month,day_of_week,scrapMethod,docLength,decade,split_type,wordCount,actual_word_count,actual_doc_length,text_source,quality_score,quality_grade,export_timestamp
67325b0052c74147fa573211,1962-04-27,1962,4,Friday,tesseract,long,1960s,train,32557,33045,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67325b0052c74147fa573212,1962-04-30,1962,4,Monday,tesseract,long,1960s,train,30790,31230,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67325bec52c74147fa573222,1962-11-29,1962,11,Thursday,tesseract,long,1960s,train,30807,31476,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67325d3952c74147fa57323a,1963-08-15,1963,8,Thursday,googlevision,long,1960s,train,30125,29599,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67325dcb52c74147fa573243,1963-12-19,1963,12,Thursday,tesseract,long,1960s,train,29661,30537,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67325dce52c74147fa573244,1963-12-24,1963,12,Tuesday,tesseract,long,1960s,train,32470,33356,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67325e8352c74147fa573253,1964-01-10,1964,1,Friday,tesseract,long,1960s,train,39908,40151,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67325e8852c74147fa573255,1964-05-18,1964,5,Monday,tesseract,medium,1960s,train,3641,3720,medium,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67325f4352c74147fa57325b,1964-07-08,1964,7,Wednesday,tesseract,long,1960s,train,34855,35592,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67325f5952c74147fa573260,1964-07-06,1964,7,Monday,tesseract,long,1960s,train,56814,56675,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6732603c52c74147fa57326b,1964-11-30,1964,11,Monday,tesseract,long,1960s,train,35715,36764,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6732606752c74147fa57326f,1964-12-03,1964,12,Thursday,tesseract,long,1960s,train,48078,49497,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6732617f52c74147fa573280,1965-03-03,1965,3,Wednesday,tesseract,long,1960s,train,32097,32193,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6732636652c74147fa573297,1965-11-25,1965,11,Thursday,tesseract,long,1960s,train,41352,41250,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6732637c52c74147fa57329a,1965-11-24,1965,11,Wednesday,tesseract,long,1960s,train,44791,45817,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6732641852c74147fa5732a3,1965-12-09,1965,12,Thursday,tesseract,long,1960s,train,40222,41232,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673264f252c74147fa5732b3,1966-06-20,1966,6,Monday,tesseract,long,1960s,train,51286,51415,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6732657952c74147fa5732b5,1966-08-26,1966,8,Friday,googlevision,long,1960s,train,48951,48036,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6732662d52c74147fa5732c2,1967-02-01,1967,2,Wednesday,tesseract,long,1960s,train,31966,32734,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673267d452c74147fa5732dd,1967-06-22,1967,6,Thursday,tesseract,long,1960s,train,66329,67163,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67333c16d052c3fbabd833dd,1968-06-11,1968,6,Tuesday,tesseract,long,1960s,train,108835,108578,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67333c86d052c3fbabd833e4,1968-10-17,1968,10,Thursday,tesseract,long,1960s,train,31707,32154,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67333e27d052c3fbabd83402,1971-03-03,1971,3,Wednesday,tesseract,long,1970s,train,28680,28325,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67333e2ad052c3fbabd83403,1971-03-02,1971,3,Tuesday,tesseract,long,1970s,train,26811,27775,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67333ea4d052c3fbabd8340d,1971-03-19,1971,3,Friday,tesseract,long,1970s,train,146983,147514,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67333f07d052c3fbabd83413,1971-07-06,1971,7,Tuesday,tesseract,long,1970s,train,33458,34131,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67333f61d052c3fbabd8341e,1971-07-22,1971,7,Thursday,tesseract,long,1970s,train,34813,34322,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67333fd8d052c3fbabd83429,1971-12-17,1971,12,Friday,tesseract,long,1970s,train,47962,48267,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334000d052c3fbabd8342a,1972-01-06,1972,1,Thursday,tesseract,long,1970s,train,17791,18328,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334027d052c3fbabd8342c,1972-01-11,1972,1,Tuesday,tesseract,long,1970s,train,33269,33532,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733405dd052c3fbabd83434,1972-01-20,1972,1,Thursday,tesseract,long,1970s,train,32634,32702,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733413fd052c3fbabd83448,1972-05-23,1972,5,Tuesday,tesseract,long,1970s,train,34433,34232,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673341d2d052c3fbabd83450,1972-08-11,1972,8,Friday,tesseract,long,1970s,train,34342,34713,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673341ddd052c3fbabd83453,1972-08-10,1972,8,Thursday,tesseract,long,1970s,train,37589,38456,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673341e3d052c3fbabd83455,1972-08-21,1972,8,Monday,tesseract,long,1970s,train,35762,36234,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334270d052c3fbabd8345f,1972-12-08,1972,12,Friday,tesseract,long,1970s,train,41081,41888,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334272d052c3fbabd83461,1972-12-11,1972,12,Monday,tesseract,long,1970s,train,37885,38246,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673342e4d052c3fbabd83468,1973-01-19,1973,1,Friday,tesseract,long,1970s,train,32224,31956,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673344d1d052c3fbabd83495,1973-12-14,1973,12,Friday,tesseract,long,1970s,train,30271,30221,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673344e2d052c3fbabd83497,1973-12-11,1973,12,Tuesday,tesseract,long,1970s,train,31873,31793,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673345c5d052c3fbabd834ad,1974-05-02,1974,5,Thursday,tesseract,long,1970s,train,32061,29758,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673345dad052c3fbabd834af,1974-04-29,1974,4,Monday,tesseract,long,1970s,train,36541,34837,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673346ebd052c3fbabd834ca,1974-12-12,1974,12,Thursday,tesseract,long,1970s,train,27515,27291,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334787d052c3fbabd834d6,1975-04-02,1975,4,Wednesday,tesseract,long,1970s,train,37209,36678,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334851d052c3fbabd834e6,1975-10-31,1975,10,Friday,googlevision,long,1970s,train,27473,26838,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334979d052c3fbabd83509,1976-01-27,1976,1,Tuesday,tesseract,short,1970s,train,0,30455,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334995d052c3fbabd8350b,1976-03-31,1976,3,Wednesday,googlevision,long,1970s,train,32369,31503,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733499cd052c3fbabd8350c,1976-04-02,1976,4,Friday,tesseract,long,1970s,train,32900,32274,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673349ced052c3fbabd83510,1976-04-15,1976,4,Thursday,tesseract,long,1970s,train,35089,34440,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673349e1d052c3fbabd83512,1976-04-09,1976,4,Friday,googlevision,long,1970s,train,27281,26312,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334a2dd052c3fbabd8351a,1976-07-09,1976,7,Friday,tesseract,long,1970s,train,25985,25644,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334a59d052c3fbabd8351f,1976-07-14,1976,7,Wednesday,tesseract,long,1970s,train,30452,30207,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334ab1d052c3fbabd83528,1976-07-30,1976,7,Friday,tesseract,long,1970s,train,28797,28461,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334ad5d052c3fbabd8352c,1976-08-02,1976,8,Monday,tesseract,long,1970s,train,53093,52059,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334af5d052c3fbabd83530,1976-10-26,1976,10,Tuesday,googlevision,long,1970s,train,18088,17530,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334afad052c3fbabd83531,1976-11-04,1976,11,Thursday,tesseract,long,1970s,train,27119,26992,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334b64d052c3fbabd8353e,1976-11-16,1976,11,Tuesday,tesseract,long,1970s,train,24724,24360,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334b6dd052c3fbabd8353f,1976-11-19,1976,11,Friday,tesseract,long,1970s,train,28360,28283,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334bd0d052c3fbabd83549,1976-12-07,1976,12,Tuesday,tesseract,long,1970s,train,38456,38586,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334c8cd052c3fbabd8355d,1977-04-05,1977,4,Tuesday,tesseract,long,1970s,train,29823,29385,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334d2bd052c3fbabd8356d,1977-10-26,1977,10,Wednesday,tesseract,long,1970s,train,25647,25818,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334d62d052c3fbabd83574,1977-10-25,1977,10,Tuesday,tesseract,long,1970s,train,28791,29193,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334da6d052c3fbabd8357c,1977-11-17,1977,11,Thursday,tesseract,long,1970s,train,29269,29896,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334df6d052c3fbabd83583,1977-11-28,1977,11,Monday,tesseract,long,1970s,train,25310,25489,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334dfad052c3fbabd83584,1977-11-30,1977,11,Wednesday,tesseract,long,1970s,train,26058,26276,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67334ed4d052c3fbabd8359e,1978-04-04,1978,4,Tuesday,tesseract,long,1970s,train,32087,31345,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335008d052c3fbabd835ba,1978-11-22,1978,11,Wednesday,tesseract,long,1970s,train,27052,26707,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673350bad052c3fbabd835ce,1979-03-23,1979,3,Friday,tesseract,long,1970s,train,36579,36200,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335183d052c3fbabd835e3,1979-06-25,1979,6,Monday,googlevision,long,1970s,train,29950,29609,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673351a1d052c3fbabd835e5,1979-06-26,1979,6,Tuesday,googlevision,long,1970s,train,31062,30538,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673351b7d052c3fbabd835e7,1979-10-08,1979,10,Monday,tesseract,long,1970s,train,11167,11549,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673351dcd052c3fbabd835ea,1979-10-17,1979,10,Wednesday,googlevision,long,1970s,train,27501,26712,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673352cbd052c3fbabd83604,1979-12-03,1979,12,Monday,tesseract,long,1970s,train,33340,32922,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673352f2d052c3fbabd83609,1979-12-10,1979,12,Monday,tesseract,long,1970s,train,24339,25485,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335383d052c3fbabd83614,1980-04-03,1980,4,Thursday,tesseract,long,1980s,train,32608,31985,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673353c8d052c3fbabd8361a,1980-03-26,1980,3,Wednesday,tesseract,long,1980s,train,34243,33910,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673353fbd052c3fbabd8361f,1980-06-09,1980,6,Monday,tesseract,long,1980s,train,35238,35103,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335432d052c3fbabd83622,1980-06-13,1980,6,Friday,tesseract,long,1980s,train,35058,35105,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733543cd052c3fbabd83625,1980-06-19,1980,6,Thursday,tesseract,long,1980s,train,37144,37096,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673354f3d052c3fbabd83634,1980-11-17,1980,11,Monday,tesseract,long,1980s,train,29938,29488,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673355ddd052c3fbabd8364d,1980-12-08,1980,12,Monday,tesseract,long,1980s,train,38312,38212,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335780d052c3fbabd83670,1981-11-03,1981,11,Tuesday,tesseract,long,1980s,train,29205,30287,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673357d4d052c3fbabd8367b,1981-11-06,1981,11,Friday,googlevision,long,1980s,train,28258,28256,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673358ded052c3fbabd83690,1982-03-19,1982,3,Friday,tesseract,long,1980s,train,35680,36660,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673358e6d052c3fbabd83692,1982-03-18,1982,3,Thursday,googlevision,long,1980s,train,37958,37848,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673358f1d052c3fbabd83695,1982-03-15,1982,3,Monday,tesseract,long,1980s,train,36879,38620,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335922d052c3fbabd83699,1982-10-13,1982,10,Wednesday,tesseract,long,1980s,train,28829,30139,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335a19d052c3fbabd836b3,1982-11-17,1982,11,Wednesday,tesseract,long,1980s,train,30524,32415,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335a73d052c3fbabd836bc,1982-12-07,1982,12,Tuesday,tesseract,long,1980s,train,28443,29503,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335b19d052c3fbabd836c9,1983-03-24,1983,3,Thursday,tesseract,long,1980s,train,34564,36421,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335c4ad052c3fbabd836e9,1983-11-02,1983,11,Wednesday,googlevision,long,1980s,train,28081,27558,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335c78d052c3fbabd836f0,1983-11-08,1983,11,Tuesday,googlevision,long,1980s,train,34279,33651,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335cb3d052c3fbabd836f5,1983-11-22,1983,11,Tuesday,tesseract,long,1980s,train,27430,29013,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335ce6d052c3fbabd836fb,1983-12-01,1983,12,Thursday,googlevision,long,1980s,train,24005,23731,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335dded052c3fbabd83713,1984-07-19,1984,7,Thursday,tesseract,medium,1980s,train,2498,24666,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335e3ad052c3fbabd83720,1984-10-19,1984,10,Friday,tesseract,long,1980s,train,12871,13498,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335e86d052c3fbabd8372a,1984-10-29,1984,10,Monday,tesseract,long,1980s,train,25193,26654,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335ea9d052c3fbabd8372c,1984-10-31,1984,10,Wednesday,tesseract,long,1980s,train,29920,31703,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335ed5d052c3fbabd83732,1984-11-13,1984,11,Tuesday,tesseract,long,1980s,train,24765,25964,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335f20d052c3fbabd83737,1984-11-19,1984,11,Monday,tesseract,long,1980s,train,25305,26769,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335f54d052c3fbabd8373f,1984-11-30,1984,11,Friday,tesseract,long,1980s,train,30944,32888,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67335fb5d052c3fbabd83745,1985-04-01,1985,4,Monday,tesseract,long,1980s,train,33107,34884,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673360d2d052c3fbabd83760,1985-10-24,1985,10,Thursday,tesseract,long,1980s,train,26943,28528,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336138d052c3fbabd83769,1985-11-04,1985,11,Monday,tesseract,long,1980s,train,28537,30061,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733613cd052c3fbabd8376d,1985-11-06,1985,11,Wednesday,tesseract,long,1980s,train,29477,31196,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336235d052c3fbabd83786,1986-03-20,1986,3,Thursday,tesseract,long,1980s,train,40166,42227,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673362bcd052c3fbabd83793,1986-04-08,1986,4,Tuesday,tesseract,long,1980s,train,42829,45222,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336302d052c3fbabd83799,1986-10-14,1986,10,Tuesday,tesseract,long,1980s,train,30676,32242,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673363dad052c3fbabd837b1,1986-11-20,1986,11,Thursday,tesseract,long,1980s,train,28470,30104,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733645cd052c3fbabd837bd,1986-11-03,1986,11,Monday,tesseract,long,1980s,train,28951,31032,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336619d052c3fbabd837da,1987-10-22,1987,10,Thursday,tesseract,long,1980s,train,27763,32773,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336644d052c3fbabd837de,1987-10-27,1987,10,Tuesday,tesseract,long,1980s,train,34362,36030,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733664ad052c3fbabd837df,1987-11-02,1987,11,Monday,tesseract,long,1980s,train,32333,34101,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673366a2d052c3fbabd837e7,1987-11-03,1987,11,Tuesday,tesseract,long,1980s,train,30601,31976,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673366c2d052c3fbabd837eb,1987-11-17,1987,11,Tuesday,tesseract,long,1980s,train,30506,32176,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673367b8d052c3fbabd83800,1988-03-17,1988,3,Thursday,googlevision,long,1980s,train,38506,38208,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336866d052c3fbabd8380f,1988-07-06,1988,7,Wednesday,googlevision,long,1980s,train,39950,38205,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336887d052c3fbabd83812,1988-06-28,1988,6,Tuesday,googlevision,long,1980s,train,43300,42223,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336936d052c3fbabd83821,1988-11-04,1988,11,Friday,tesseract,long,1980s,train,28073,29592,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336a29d052c3fbabd83834,1988-11-30,1988,11,Wednesday,tesseract,long,1980s,train,38272,40340,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336a99d052c3fbabd8383a,1989-03-13,1989,3,Monday,tesseract,long,1980s,train,35527,37162,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336b05d052c3fbabd83845,1989-03-09,1989,3,Thursday,tesseract,long,1980s,train,37363,38986,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336ba5d052c3fbabd8384e,1989-06-22,1989,6,Thursday,tesseract,long,1980s,train,70625,73668,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336baed052c3fbabd8384f,1989-07-04,1989,7,Tuesday,tesseract,long,1980s,train,32271,33727,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336bfad052c3fbabd83856,1989-10-17,1989,10,Tuesday,tesseract,long,1980s,train,31724,33206,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336c61d052c3fbabd8385e,1989-11-01,1989,11,Wednesday,tesseract,long,1980s,train,37264,38964,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336c9bd052c3fbabd83861,1989-11-07,1989,11,Tuesday,tesseract,long,1980s,train,32922,34305,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336caad052c3fbabd83865,1989-11-15,1989,11,Wednesday,tesseract,long,1980s,train,33959,35342,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336d57d052c3fbabd83875,1989-12-11,1989,12,Monday,tesseract,long,1980s,train,42298,44475,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336e0dd052c3fbabd8387d,1990-03-01,1990,3,Thursday,tesseract,long,1990s,train,40822,43120,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336e50d052c3fbabd83883,1990-03-13,1990,3,Tuesday,tesseract,long,1990s,train,41658,42960,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336ee0d052c3fbabd83889,1990-06-20,1990,6,Wednesday,tesseract,long,1990s,train,39614,41415,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336ee6d052c3fbabd8388a,1990-06-14,1990,6,Thursday,tesseract,long,1990s,train,45016,46992,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67336f84d052c3fbabd83895,1990-12-12,1990,12,Wednesday,tesseract,long,1990s,train,31090,32223,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337010d052c3fbabd838a4,1991-01-11,1991,1,Friday,tesseract,long,1990s,train,29114,30664,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673370cfd052c3fbabd838b4,1991-02-07,1991,2,Thursday,tesseract,long,1990s,train,26477,27794,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673370ded052c3fbabd838b8,1991-02-08,1991,2,Friday,tesseract,long,1990s,train,25790,27139,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733710ad052c3fbabd838be,1991-02-13,1991,2,Wednesday,tesseract,long,1990s,train,41090,43188,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337208d052c3fbabd838ce,1991-07-25,1991,7,Thursday,tesseract,long,1990s,train,36715,38794,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337262d052c3fbabd838d6,1991-07-23,1991,7,Tuesday,tesseract,long,1990s,train,47692,50650,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337374d052c3fbabd838eb,1991-11-28,1991,11,Thursday,tesseract,long,1990s,train,30582,32217,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337511d052c3fbabd8390d,1992-05-07,1992,5,Thursday,tesseract,long,1990s,train,57738,61253,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673375b1d052c3fbabd83916,1992-08-04,1992,8,Tuesday,tesseract,long,1990s,train,61656,64848,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337651d052c3fbabd83920,1992-11-03,1992,11,Tuesday,tesseract,long,1990s,train,35596,37442,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337663d052c3fbabd83924,1992-10-29,1992,10,Thursday,tesseract,long,1990s,train,45807,48284,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733769cd052c3fbabd83927,1992-11-16,1992,11,Monday,tesseract,long,1990s,train,38099,39520,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673376a0d052c3fbabd83929,1992-11-23,1992,11,Monday,tesseract,long,1990s,train,35520,36852,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
